feature,mean_abs_shap
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris,0.01012649
PWY-6901: superpathway of glucose and xylose degradation,0.009995474
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis,0.009972298
PWY-7279: aerobic respiration II (cytochrome c) (yeast),0.009752449
PWY0-42: 2-methylcitrate cycle I,0.009743231
PWY-5971: palmitate biosynthesis II (bacteria and plants),0.00964869
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,0.00959288
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,0.009587697
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,0.009502252
P163-PWY: L-lysine fermentation to acetate and butanoate,0.009361296
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),0.009359584
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii,0.009274335
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",0.0090979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,0.009093458
FERMENTATION-PWY: mixed acid fermentation,0.009063321
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,0.008987265
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii,0.008972072
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius,0.008890865
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,0.008858493
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,0.00884612
TRNA-CHARGING-PWY: tRNA charging,0.0087401075
PWY-4242: pantothenate and coenzyme A biosynthesis III,0.008739834
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",0.008682027
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),0.008663091
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,0.008532297
P164-PWY: purine nucleobases degradation I (anaerobic),0.008507502
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),0.008497292
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,0.008475062
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium,0.008435068
PWY-5705: allantoin degradation to glyoxylate III,0.008394647
PWY-5180: toluene degradation I (aerobic) (via o-cresol),0.008348889
PWY-3001: superpathway of L-isoleucine biosynthesis I,0.008339436
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),0.00832471
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,0.00826703
PWY66-398: TCA cycle III (animals),0.008259022
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,0.008184033
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0.008151992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,0.00809797
PWY0-41: allantoin degradation IV (anaerobic),0.008097399
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,0.0080416305
PWY-6609: adenine and adenosine salvage III,0.00794849
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,0.007930336
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,0.0078081083
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,0.007799772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,0.0077884947
PWY-7242: D-fructuronate degradation,0.0077838073
PWY-5675: nitrate reduction V (assimilatory),0.0077725817
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,0.007747843
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247,0.0076730517
PWY-7111: pyruvate fermentation to isobutanol (engineered),0.0075609824
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181,0.0075562582
PWY-5989: stearate biosynthesis II (bacteria and plants),0.0074721854
PWY-4702: phytate degradation I,0.007464062
COA-PWY: coenzyme A biosynthesis I,0.007370606
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),0.0073339255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides,0.0073127793
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,0.007310514
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,0.0073014847
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,0.00721724
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum,0.007186929
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,0.007156311
GLUCONEO-PWY: gluconeogenesis I,0.0071017696
PWY-7316: dTDP-N-acetylviosamine biosynthesis,0.007031141
HEMESYN2-PWY: heme biosynthesis II (anaerobic),0.0069079204
PWY-5838: superpathway of menaquinol-8 biosynthesis I,0.0068704193
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),0.0068640662
PWY-4981: L-proline biosynthesis II (from arginine),0.006804118
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff,0.0067827376
FUCCAT-PWY: fucose degradation,0.0067209937
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,0.0067042597
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis,0.0066770962
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,0.0065855845
GLUTORN-PWY: L-ornithine biosynthesis,0.006552297
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,0.0064947414
PWY-4041: &gamma;-glutamyl cycle,0.006377889
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation",0.0062787635
PWY-5097: L-lysine biosynthesis VI,0.0062781544
GLUCARDEG-PWY: D-glucarate degradation I,0.0062292223
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,0.0062179286
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),0.006181127
NONMEVIPP-PWY: methylerythritol phosphate pathway I,0.0061559672
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica,0.0061117844
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,0.0060542384
PWY-6562: norspermidine biosynthesis,0.006009358
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,0.0058870665
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,0.0058537037
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,0.005844683
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,0.0057608
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3,0.005739872
PWY-7208: superpathway of pyrimidine nucleobases salvage,0.005645267
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis,0.0056356536
PWY-2942: L-lysine biosynthesis III,0.005511327
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis_CAG_32,0.0054789125
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58,0.0054739537
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,0.005468365
PWY-5913: TCA cycle VI (obligate autotrophs),0.005436344
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357,0.005375686
PWY-5840: superpathway of menaquinol-7 biosynthesis,0.0052947756
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),0.00527391
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,0.005256426
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus,0.0052182274
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis,0.0051732417
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)",0.005158167
PWY-5484: glycolysis II (from fructose 6-phosphate),0.005101922
PWY-7446: sulfoglycolysis,0.005082737
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_167,0.004985437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471,0.0049604406
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),0.004956641
PWY3O-355: stearate biosynthesis III (fungi),0.0048832414
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,0.0048532034
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),0.0047551407
PWY-6803: phosphatidylcholine acyl editing,0.0046311417
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii,0.0045993775
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,0.004485955
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae_CAG_59,0.004356889
PWY-5898: superpathway of menaquinol-12 biosynthesis,0.0043501626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme,0.0040732063
PWY-6143: CMP-pseudaminate biosynthesis,0.003983131
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,0.003914489
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis,0.0038495513
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),0.0038463804
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,0.0038077126
PWY-7221: guanosine ribonucleotides de novo biosynthesis,0.0037087384
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),0.003616832
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans,0.003402526
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),0.0032788783
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum,0.0028939217
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,0.002754348
PWY-6608: guanosine nucleotides degradation III,0.0025340563
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome),0.0019305577
PWY-6124: inosine-5'-phosphate biosynthesis II,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279,0.0
PWY490-3: nitrate reduction VI (assimilatory),0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii,0.0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis,0.0
PWY-6353: purine nucleotides degradation II (aerobic),0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,0.0
PWY-6167: flavin biosynthesis II (archaea),0.0
PWY-5101: L-isoleucine biosynthesis II,0.0
METHANOGENESIS-PWY: methanogenesis from H2 and CO2,0.0
"PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis",0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,0.0
PWY-5850: superpathway of menaquinol-6 biosynthesis I,0.0
PWY-5896: superpathway of menaquinol-10 biosynthesis,0.0
PWY-6349: CDP-archaeol biosynthesis,0.0
ECASYN-PWY: enterobacterial common antigen biosynthesis,0.0
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,0.0
PWY-6630: superpathway of L-tyrosine biosynthesis,0.0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I,0.0
PWY-5198: factor 420 biosynthesis,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii,0.0
PWY-6165: chorismate biosynthesis II (archaea),0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis,0.0
"PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,0.0
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I",0.0
REDCITCYC: TCA cycle VIII (helicobacter),0.0
FASYN-ELONG-PWY: fatty acid elongation -- saturated,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi,0.0
GALACTARDEG-PWY: D-galactarate degradation I,0.0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),0.0
METSYN-PWY: L-homoserine and L-methionine biosynthesis,0.0
P122-PWY: heterolactic fermentation,0.0
"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)",0.0
METH-ACETATE-PWY: methanogenesis from acetate,0.0
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum,0.0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,0.0
PWY-5723: Rubisco shunt,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12,0.0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis,0.0
P562-PWY: myo-inositol degradation I,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus,0.0
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,0.0
GLYOXYLATE-BYPASS: glyoxylate cycle,0.0
PWY-6435: 4-hydroxybenzoate biosynthesis V,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus,0.0
"PWY-7039: phosphatidate metabolism, as a signaling molecule",0.0
PWY-5692: allantoin degradation to glyoxylate II,0.0
URDEGR-PWY: superpathway of allantoin degradation in plants,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02,0.0
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic),0.0
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic),0.0
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic),0.0
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic),0.0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic),0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris,0.0
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol),0.0
ENTBACSYN-PWY: enterobactin biosynthesis,0.0
THREOCAT-PWY: superpathway of L-threonine metabolism,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii,0.0
PWY-6071: superpathway of phenylethylamine degradation,0.0
PWYG-321: mycolate biosynthesis,0.0
PWY0-321: phenylacetate degradation I (aerobic),0.0
PWY-3801: sucrose degradation II (sucrose synthase),0.0
PWY-7345: superpathway of anaerobic sucrose degradation,0.0
PWY-4321: L-glutamate degradation IV,0.0
PWY-5088: L-glutamate degradation VIII (to propanoate),0.0
PWY-5181: toluene degradation III (aerobic) (via p-cresol),0.0
URSIN-PWY: ureide biosynthesis,0.0
PWY-5417: catechol degradation III (ortho-cleavage pathway),0.0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate,0.0
PWY-6185: 4-methylcatechol degradation (ortho cleavage),0.0
PWY-6182: superpathway of salicylate degradation,0.0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,0.0
PWY-7165: L-ascorbate biosynthesis VI (engineered pathway),0.0
AST-PWY: L-arginine degradation II (AST pathway),0.0
PWY-5920: superpathway of heme biosynthesis from glycine,0.0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,0.0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,0.0
PWY-6876: isopropanol biosynthesis,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,0.0
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,0.0
PWY-7254: TCA cycle VII (acetate-producers),0.0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",0.0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes,0.0
PWY-6823: molybdenum cofactor biosynthesis,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_rimae,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_parvulum,0.0
PWY-7663: gondoate biosynthesis (anaerobic),0.0
PWY3DJ-35471: L-ascorbate biosynthesis IV,0.0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,0.0
AEROBACTINSYN-PWY: aerobactin biosynthesis,0.0
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,0.0
PWY-7094: fatty acid salvage,0.0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,0.0
PWY0-1338: polymyxin resistance,0.0
PWY0-1533: methylphosphonate degradation I,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila,0.0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,0.0
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005,0.0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger,0.0
PWY-5030: L-histidine degradation III,0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium,0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,0.0
RUMP-PWY: formaldehyde oxidation I,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans,0.0
PWY0-1479: tRNA processing,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis,0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,0.0
PWY-6270: isoprene biosynthesis I,0.0
